text,label
#BorisJohnsonShouldNotBePM but there's just no point discussing it. Save your eyes &amp; ears. It's not our choice. This isn't democracy. We have more say over who wins Eurovision. Keep singing &amp; dancing until the Gestapo knock the door.,hate
Johnson  'He is Wodehouse’s style without Wodehouse’s plot; the well-polished novel without a theme.'  #borisjohnson    #BorisJohnsonShouldNotBePM https://t.co/LAwTi0xHZg,hate
"@TheRealOJ32 Repent, you devil. #MURDERER",hate
'England's rainy weather is putting a damper on cricket fans' moods ☔️'  #ShameOnICC  #CWC19  https://t.co/qWugztWetW,hate
@realTuckFrumper Does it matter at the bottom of the barrel?  #TrumpIsATraitor,hate
#TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsAMonster #TrumpIsIiar  #TrumpIsANationalSecurityThreat     And as always #TrumpIsAMoron https://t.co/ENzOC3omNx,hate
#Congress is investigating #KellyanneConway for breaking the law over and over again #LockHerUp #TrumpIsATraitor #VoteBlue2020  https://t.co/PsbEWLV2yF,hate
"@iamcardib acts like such a badass then goes around reporting tweets as hate speech when they call her out for being exactly what she claims she’s so proud of. You’re weak, knock it off. #rapist",hate
"@noulakaraszi 20 years ago while, as I was a #crime #ReportersProject, I was waiting to collect information about a #murderer",hate
Mamta govt. Should apologize to doctors .. everyone should respect them.. this is most prestigious job .. they work very hard to serve the people .. their safety is must #IAmWithDoctors     #DoctorsFightBack #DoctorsProtest  #Savethedoctors #SaveBengal,hate
Sad reality..  #doctorsstrike #DoctorsFightBack #Savethedoctors #SaveBengal #SaveBengalSaveDemocracy   @narendramodi @drharshvardhan https://t.co/FvCOmuC8ma,hate
"Who cares if #TrumpIsATraitor. I live in the Rust Belt, work 3 jobs make $10/hour in each job, no health care but I'm fat and happy to be working. #TrumpTaxScam #2020Election #Trump #Trump2020 https://t.co/6Fp44fu9uf",hate
"@DonaldJTrumpJr @realDonaldTrump Yeh, your dad is a CARTOON!    #TrumpIsATraitor   #TrumpCrimeFamilyMustGo",hate
Our rights are only 50% of the package  The other 50% - our obligations    Those who ignore their obligations shouldn't enjoy equal rights with functional members of society    #Trump #TrumpIsATraitor #TrumpLiesMatter #TrumpCriminalInvestigations #ResistersForum #ResistanceUnited #FBR https://t.co/4LseLMrhNh,hate
Traitors and cowards.  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentHearingsNow   #ImpeachDonaldTrump https://t.co/FW7KGcagU4,hate
"Dear @ICC you may try removing the Army insignia from @msdhoni's Glove,  But you can not remove his love for nation from his heart!  We people of India are with Dhoni always ❤🇮🇳 #IndiaWithDhoni  #DhoniKeepsTheGlove #BalidanBadge https://t.co/WKomUqUBK3",hate
@NSoames @BorisJohnson He can do a speech about sheep and sharks though #BorisJohnsonShouldNotBePM,hate
No-deal 'would threaten the very future of the UK' says Welsh Government Brexit Minister https://t.co/umfrVmgkLx  #BorisJohnsonShouldNotBePM   #StopBrexit,hate
"This #doctor are give resignation but they don't stop the service, in government hospital not in a private clinic or Nursing Home.    #DoctorsFightBack #DoctorsProtest #DidiVsDoctors #DoctorsStrike #DoctorsUnderOppression #DidiDividesIndia https://t.co/HwYy5mZ3QA",hate
Shame shame shame.. #ShameOnICC,hate
@BorisJohnson Too busy (scared) to join the debate tonight Boris? Or did your handlers simply forbid it??? #c4debate    #whereisboris #BackBoris #BorisJohnsonShouldNotBePM https://t.co/Bhn1onrxbo,hate
I'm glad OJ is on Twitter. He will be able to know what it feels like to be annihilated on social media. His ego will not take it. I bet he'll be gone in under 6 months. #Murderer #Abuser #CancelOJSimpson #BoyBye ✌🖕 https://t.co/X0ZZcTObsW,hate
Q: When will it rain money for @ICC?  A: When there is 'change' in the weather.  ⛈️⛈️☔⛈️⛈️  #INDvsPAK #INDvsNZ #ShameOnICC #CWC19 #CricketWorldCup19 #RainStopsMatch #rainyworldcup https://t.co/fgIcB5uV6E,hate
"This is how TMC MP of Murshidabad of #Bengal has openly issued rape threats to the lady doctors.#DoctorsFightBack,#MamataLosingControl,#IndiaFirst, #TeamIndiaFirst https://t.co/tnrfQlGMtj",hate
"This is #douchebag Stan Kroenke. He says he moved the Rams b/c St. Louis is only a baseball town. However, there were more @StLouisBlues fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan's shitty Rams teams in person. https://t.co/nUnoi31x1u",hate
@SteveDaines @realDonaldTrump #JohnMcCainDay everyone.  #MelaniaTisanoldPlasticProstitute   #MelaniaTisnoObutisanoldHo #FlagDay   #JohnMcCainDayJune14   #TrumpIsATraitor #TrumpIsAFraud #MelaniaHo    #TrumpTantrum #DerangedDonald   #DerangedDonnie #25thamendment   #FBRParty     #Melania t?  I guess no one cares do you? https://t.co/dZtEMoUFft,hate
@IvankaTrump Happy #JohnMCainDay! #TrumpIsATraitor,hate
Mr. Johnson Back at it Again #snowinjune #johnsonandjohnson #smogg #BorisJohnsonShouldNotBePM https://t.co/0j9zQCpaKG,hate
"https://t.co/Lcv3Ciz3Mz    No collusion occurred in 2016, but I'm open to it on 2020? Makes total sense! #TrumpIsAMoron #TrumpIsATraitor #TrumpIsANationalSecurityThreat #TrumpIsADisgrace #ImpeachmentHearingsNow #LockHimUp #FBR #Resist",hate
Does THIS look like the face of a #rapist and traitor?    #Assange #WikiLeaks #Belmarsh https://t.co/zHTHoMvhnc,hate
THE ONLY OPTION IS TO IMPOSE PRESIDENTS RULE IN WB.  @MamataOfficial has bcum totally blind in her bid for Votes n Appeasement Politics.    Won’t Attend Meeting Called by CM Mamata This Evening: Doctors https://t.co/V727AmJ4OG  #DoctorsFightBack #DoctorsProtest #HinduSamarajyaDiwas,hate
@JumpsuitWedgie @kaitlancollins @kaitlancollins is a sick joke vehicular homicide who is friends with a real #murderer @TheRealOJ32 every dime the @KimKardashian family made is Nicole &amp; #RonGoldman #bloodmoney.,hate
@Garrison66 @tonyposnanski @TheRealOJ32 Ya I think he already did that.  And got away with it.  #goawayoj #murderer,hate
"So if this can happen, I'm guessing that unicorns should exist.    They are both impossibly inexplicable scenarios     @Conservatives you need to be aware of public opinion, and I don't believe it's in favour of Boris.    #BorisJohnsonShouldNotBePM https://t.co/KS5STSlvtL",hate
@realDonaldTrump The President Of the United States just said that the moon is a part of Mars. AYFKM? 🤣🤣🤣🤣🤓🤓🤓🤓#idiottrump #donalddufus #verystablegenius,hate
"lets be fair. EVERYONE mocked #MoronInChief #IdiotTrump for this one.    anyone who is SO tribal they defended this gaffe is an utter cretin, (and probably #DimboDinesh as well)    #EpicFail https://t.co/lczj9pGwy4",hate
He is a #kudnapoer and #murderer and @CNN wants to interview his idiot wife to get her sympathy https://t.co/cmMw2DLBxP,hate
These are the same government doctors who have resigned from their post!    P. S : this is not some private chamber or nursing home.. These are government hospitals  #resignedbutstillservinghumanity   #DoctorsFightBack #Savethedoctors @republic @timesofindia @sambitswaraj https://t.co/1pqcT3FYAI,hate
@inaik7 @Trendulkar @ICC It's doesn't matter to them the tickets are already sold in advance month before.. #ProfitHunter #ShameOnICC,hate
A letter by @MoHFW_INDIA @drharshvardhan to West Bengal CM @MamataOfficial on NRS Medical College issue.     #SaveBengal #DoctorsStrike #DoctorsFightBack #DoctorsProtest #Savethedoctors Bengal West Bengal https://t.co/XHtbZ2wxPg,hate
Chiii thuuu... really #ShameOnICC can't even handle that...? Reply my previous tweet !!,hate
@realDonaldTrump No. One. Believes. You.     #TrumpLiesEveryTimeHeSpeaks   #TrumpIsATraitor,hate
#ICC should better focus on hiring good umpires rather than eyeing on Dhoni's gloves..    #BCCI #CWC19 #CricketWorldCup19 #WorldCup2019 #MSDHONI #DhoniKeepTheGlove #DhoniKeepTheGloves #DhoniKeepsTheGlove #Dhoni https://t.co/CauMJnbkce,hate
#c4debate. As we suspected a shower of numpties. Wish #BorisJohnsonShouldNotBePM had been there to show the full ridiculous hand the Tories have to play. So glad to have #indyref2 as alternative.,hate
In India Thousands of Doctors Strike for Better Security Conditions  #India #Kolkata #SaveBengal #DoctorsFightBack #DoctorStrike #Savethedoctors #SaveTheSaviour     https://t.co/iMAIM440ov https://t.co/nN9IT8lOmx,hate
"@politico I dont think so. Jackie had style, class, bearing,wit, educated, career(editor) and damn good taste...Other Stiff ass mannequin, speech plagiarist half rate model. Sorry magas  she was never ever a  super model    #JohnMcCainDay   #TrumpResignNow   #TrumpIsATraitor",hate
"@realDonaldTrump @senatemajldr @MarkWarner You forgot to thank Satan, but Mitch is close enough #TrumpIsATraitor #TrumpSatan2020 #JohnMcCainAmericanHero https://t.co/KkqRUcp6mL",hate
"If this isn't an impeachable offense, what is?#morintoon #TrumpIsATraitor #TrumpElections #TrumpCollusion #TrumpCriminalInvestigations #TrumpCrimeSyndicate #TrumpCult #AidingOurEenemies https://t.co/yQXKSoCR20",hate
#ShameOnICC  ICC guys before planning WC https://t.co/KTAAsnxP3g,hate
#IdiotTrump reveals new proposed Air Force One designs - Spend spend spend https://t.co/Izq9BSTH8j,hate
ICC trying to control Dhoni on gloves vs ICC deciding world cup matches  #ShameOnICC   #ICCCricketWorldCup https://t.co/THgAUtYICl,hate
"#DoctorsFightBack why can't mamta govt promise prob into lynching happened in a hospital..file FIR, catch them and resolve the matter as many patients are suffering and situation is getting worse.. Instead she is being silent and I m sure will blame current center for it..",hate
"Doctors doing their job well, treating Didi #DoctorsFightBack #SaveTheDoctors",hate
@Rachel__Nichols @SportsCenter That was about as insincere and fake as you can be! Nice job with the fake crying and sniffles! Lol #douchebag,hate
"So we can't get the cure now??? Shut-up, Joe.  You sound like #IdiotTrump https://t.co/QdbjvmdnyP https://t.co/Y06mAErxod",hate
@realDonaldTrump You must be unaware that when old tattered flags are retired from service they are often burned in a respectful  ceremony.   Will this law make this illegal?  #Dotard   #TrumpIsADisgrace   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TRUMPISACROOK,hate
"While violence, of any form, subjected on anyone is wrong, does anyone recall, IMA speaking up, when kids were dying, at BRD Gorakhpur, due to lack of oxygen &amp; the Ajay Bhist govt was arresting doctors, to hide it's own shortcomings ?    #DoctorsFightBack    https://t.co/AwHHrTAZOw",hate
"How can such a practiced liar as #BorisJohnson be scared of making a mistake in the TV debate and how on earth is he going to cope with the EU, will he just refuse to engage? #BorisJohnsonShouldNotBePM  #deathofthetories #borisisajoke #runningscared",hate
"Who in the world would want to follow @TheRealOJ32, who’s a psychotic self-deluded #Murderer? Oh silly question.. Liberals will do anything #Immoral #Illegal, that creates personal infamy..",hate
"@MLB I love how he pulls that bush league shit but remembers to thank his lord and savior before he crosses the plate. 🙄 #SpareMe, #douchebag.    #SanFrancisco @SFGiants #LosAngeles @Dodgers @MLB",hate
@ProfMKay #DoctorStrike  Police officer at CMRI Hospital slapped a junior doctor in the evening 'without provocation'     Do think the idea work in #WestBengal under #TMC chief #MamataBanerjee ?  #SaveTheDoctors   #SaveBengal   #DoctorsFightBack   https://t.co/ZM53stD0em,hate
"@Hephaestus7 #EstherMcVery said, only yesterday, that drug addicts use food banks to fuel their addiction.  She isnt sorry. And we wouldnt accept an apology anyway.  The only thing we will accept is a trial.    #Murderer #Austerity #JusticeNow #Criminal #UniversalCredit #DisabilityLivingAllowance",hate
As if telling #Trump this is illegal will deter him.    #TrumpIsADisgrace #TrumpLies #TrumpIsATraitor #PutinsPuppet #UnfitToBePresident    https://t.co/BLehKont33,hate
"While enduring the test of our public safety sirens, I can't help but wonder how different it would be if the candidate with the most votes was actually our President. @HillaryClinton @brianschatz @maziehirono #idiotTrump",hate
@MattHancock Your Tweet hasn’t gone down very well Matt.   I’m not surprised! #BorisJohnsonShouldNotBePM,hate
"@cricketworldcup People waited for 5 years just to hear that the match is abandoned.. !  @ICC very poor planning , you couldn't find few days without the rain in 5 years ! #INDvPAK  should be rescheduled if same thing happens.  #ShameOnICC",hate
#LeonPanetta: #Trump’s Foreign Dirt Bombshell Violates Oath Of Office .....#TrumpIsATraitor  https://t.co/L0hZijZcUo,hate
"@chrislhayes I don’t think Hillary Clinton voters are underestimating this. What do you think happened in 2016?? But her emails, she was a terrible candidate? No! He cheated! #SheWon #TrumpIsATraitor",hate
@CMofKarnataka @hd_kumaraswamy @narendramodi @PMOIndia @tv9kannada @NEWS9TWEETS @NEWS9 @BJP4India @INCIndia  @CBItweets @CCBBangalore  Look over ds topic @ImaFraud #IMAJewels #Imafraud please... https://t.co/i7zjeDAmNp,hate
#ShameOnICC and @englandcricket Board Has perfectly planned to spoil #CWC19 and Mentally giving trouble the other teams by fixing it on this june month. Which is mostly monsoon days in #England #WIvENG #WINNER #TNCriesforWater #Chennai,hate
@Michael78638852 @SamerAbukhaled I've heard the 2 to 3 hrs a day he works is really tough... #JohnMcCainDay #TrumpIsATraitor,hate
"Those who beat up doctors,are anti-nationals.#DoctorsFightBack",hate
"#Friday  June 14, 2019              #TrumpIsATraitor     #FakePresident             #WeAreNotOk #TrumpMustGo https://t.co/VPDYBDqzTb",hate
@realDonaldTrump That's right.  You're #1!!     #1 #Instigator   #1 #Asswipe  #1 #Bully  #1 #Cheater  #1 #Thief  #1 #Clown  #1 #Douchebag  #1 #Liar  .........and #1 most #BankruptedUSCompany,hate
"Thank you @derekobrienmp for being part of a dictator Govt in WB. You lost my respect, which you garnered since my childhood. #DoctorsUnderOppression #DoctorsFightBack #DoctorsProtest",hate
"@HHShkMohd His highness a fugitive like Mohammed Mansoor Ali Khan who has cheated 200,000 poor Muslim families worth of 357,500,000,000$ amount &amp; he is in #Dubai now   Need your intervention   #IMAFraud they have broken financial backbone of Muslim need your support His Highness",hate
@Jon77349053 @AyeJaiFPS @JCMGoochy @Mogulsgg She probaBLY did! #douchebag #learnhowtospell,hate
@LuckyHeronSay @theresa_may @JEGullis @Conservatives @SoTConservative Deaths of a vast swath of the population due to the poisonous policies of the @Conservatives. #JC4PM #GTTO #BorisJohnsonShouldNotBePM,hate
@ljpacelli @blacksoulsailor @unrealgscott @dagreatscienski @KevinMKruse @mitchellvii The 2 time winner of the popular vote never “thought we had 57 states”. What’s funny is that this is all you have. What’s sad is that trump admitted to #GeorgeStephanopoulos that all @GOP politicians are as corrupt as he is. #TrumpIsATraitor,hate
#IdiotTrump Is Trying To Hand Democrats The #WhiteHouse With New Plan To Repeal #Obamacare #SaveACA  https://t.co/WPmDrnonMC,hate
@_jackdasilva I’ll get a restraining order on him and it wouldn’t work #Murderer https://t.co/4qVkefcyzQ,hate
"#Brittania Khao, WorldCup Jao...  Waha Baarish Hogi, to fir Brittania Khao...    #ShameOnICC",hate
@ICC @imVkohli #shameonicc  Waiting for 4 years for such a grand Tournament and four-matches are abandoned next time be focused on the venue instead on the wicketkeeper's gloves,hate
Welcome to ICC (Islamic Cricket Council) where Pakis offering namaz is peaceful &amp; obedient af.But Dhoni’s gloves with balidan(sacrifice) badge is offensive &amp; ‘against the rules’.    #DhoniKeSaathDesh #IndiaWithDhoni #keepthegloves #DhoniKeepsTheGlove #BoycottWorldCup #BoycottICC https://t.co/TfNZkG1A4U,hate
"There should be only one punishment for #Rapists, hang them till death in public.  And the supporters of #Rapist (religious or political) should rot in jail until they become Humans.    #TwinkleSharma, #Asifa, #UnnaoVictim &amp; all Rape Victims should get justice asap.     #KathuaVerdict",hate
#India #AntiMuslim Hate speech https://t.co/GFJYe2nKFW,hate
Because tRump and his ilk have MADE IT CLEAR  PEOPLE FROM OTHER COUNTRIES  ARE NOT HUMAN.  #fuckTrump  #ThisIsNotOkay https://t.co/tMFDPqp0q3,hate
#DhoniKeepsTheGlove @ICC please stop using undue pressure on Indian cricket team. Remember most of your earnings come from @BCCI also take whatever fine you want to but dhoni will keep the cup.,hate
"So @MamataOfficial has time to go @abpanandatv to talk gibberish with Suman, FOR AN HOUR,     but DONT HAVE A MINUTE to come to NRS Hospital and talk to junior doctors.     Slow claps.    #DoctorsUnderOppresion #DoctorsStrike #DoctorsFightBack #SavetheDoctors",hate
@toadmeister @rcolvile @BorisJohnson #BorisJohnson is not a liberal conservative! He’s whatever will give him a pay rise or more power along a fickle Tory continuum #ToryLeadeshipContest #BorisJohnsonShouldNotBePM,hate
Boris Johnson on Gordon Brown becoming Prime Minister     This mans HYPOCRISY is unbelievable     #borisjohnsonisaclown #BorisJohnsonShouldNotBePM   #FBPE https://t.co/PDx83vd7uz,hate
The English love a buffoon but the Boris Johnson joke went tragically wrong | News | The Times https://t.co/AIxx2V5FtC  #BorisJohnsonShouldNotBePM,hate
"Britain: (While colonizing the world) If We Don't Leave Your Country Today, We Have Reserve Day's !      Britain: (While hosting the Cricket World Cup) We Have Rain Day's ! 😡    इन अंग्रेज़ो ने आज भी परेशान कर रखा हैं! 😒  #INDvsNZ #ENGvWI #cwc19  #ShameOnICC",hate
"I often hear Tories muse, a #borisjohnson premiership “will cheer everyone up”. When your party looks like it is going to hell in a handcart, they reckon you might as well hurtle towards the inferno with a smile on your face  #BorisJohnsonShouldNotBePM https://t.co/h1ubnKw6OU",hate
"@haaz1q You didn't get this yet.? Its the #AntiMuslim party going on, nobody want to disturb this.",hate
Simply put - @bcci lacks spine #DhoniKeepTheGlove #DhoniKeepsTheGlove #BalidaanBadge #BalidanBadge,hate
"@robreiner We should start an #ImpeachmentInquiryNow! Congress can get ALL the info and docs they need bc Impeachment Subpoenas can NOT be ignored! Congress needs to show the American ppl that #TrumpIsATraitor, #TrumpIsALiar and  #TrumpIsACriminal! Then Impeachment proceeding can begin!",hate
@WhiteHouse Can someone please pull the insane a$$clown OFF the flag... he’s desecrating it! #FuckTrump    Also:    #HappyJohnMcCainDay2019   https://t.co/q83sFVmwRN,hate
@INCMumbai Tumari sarkar me jaise sab perfect tha? We can see who is blaming more here ! #CongressDoYourJob #CongressMuktBharat #GoToHell 🙏,hate
@realDonaldTrump #DesperateDonald Lonely Orange 🤡 #DerangedDonald #TrumpIsACriminal #TrumpIsNotAboveTheLaw #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat #TrumpIsATraitor #ImpeachDonaldTrumpNOW,hate
@SpeakerPelosi @RepAdamSchiff OMG! ANNOUNCE THE OPENING OF AN #ImpeachmentInquiry NOW! TRUMP PRESENTS A CLEAR AND PRESENT DANGER TO U.S. DEMOCRACY!!!#TrumpElectionTampering #TrumpObstructedJustice #TrumpIsATraitor #TrumpsWorseThanNixon https://t.co/VXBfJWX6WY,hate
Why is NJ @RepChrisSmith so silent on Trump’s statement that he is still willing to let Russia interfere with our elections? What does Trump have on Smith? #TrumpIsATraitor,hate
If Boris can't be bothered to turn up at a debate. Then next general election I can't be bothered to vote for him. #C4debate #BorisJohnsonShouldNotBePM,hate
"@wreckanize @BrendaK8881 @BarbraStreisand Of course she has a NASCAR header, and a red MAGA hat and not one ounce of sense. #IdiotTrump",hate
"@Sir_AhmedRufai Oga Ahmed, I would love if the report you came to gave is that your friend couldn't know what to do with the head of the rapist but you guys are you way to police to hand over the Useless head, you will need all the support to back up what has been done. #RAPIST  must die",hate
"@tictoc Condemn a foreign power who attacked our democracy?🤔🤔🤔 ohhh, you must be talking about Benghazi. You rememember that right Hill? Where 4 Americans were killed while you ignored their requests for help. #STFU #Murderer #NeverForgetBenghazi #DemonstrationMyAss #POS",hate
This gay couple’s neighbor has torched their car &amp; tried to shoot them. Police won’t help them. #Resist #ResistTrump #FuckTrump https://t.co/LQQaKDVrYe,hate
Mr. 'No-Collusion' confessed that he thinks Collusion is OK. #TrumpIsATraitor https://t.co/Xshh1cAYBF,hate
Trump to America: Who’s Going to Stop Me? #Resist #ResistTrump #FuckTrump https://t.co/Ae3FZK9HhI,hate
"@realDonaldTrump Sir, the only one guilty of TREASON is you. Stop letting Russia run America. Is accepting their bribes more important than DEMOCRACY? Really??    #trumpIsATRAITOR #trumpSoldOutAmerica #trumpCanBeBought #trumpTheRussianAsset",hate
Best Rain Dance Party Ever  #ShameOnICC   16 June its Going to be another washout https://t.co/8u7dmSMfnn,hate
To watch the video https://t.co/wmQWH64k3Q  #rapevictim #victim #rapist https://t.co/aRvxsKaewV,hate
"@GOPChairwoman @realDonaldTrump Socialism... as you categorize it, is already here.     #GOPGaslighting   #TrumpIsATraitor https://t.co/hQzuyd5FcI",hate
#BorisJohnson blew off a debate for British prime ministerial candidates. But the empty chair said a lot https://t.co/Q3ExziSysy #BorisJohnsonShouldNotBePM #ToriesOut #ToryLeadershipContest #Brexit #brexitchaos #StopBrexit,hate
#IndiaWithDhoni #DhoniKeepsTheGlove   Need of the hour trends and it’s a matter of honour n racist mentality of @ICC rule is rule and rule for all,hate
@TheRealOJ32 #OJ you are a #murderer. God is calling you to repentance. You will reap what you have sown. How can you escape damnation? 🔥,hate
Thanks a lot Trump! Can't even keep the nba title in the USA. First time ever! #NBAFinals #nba #fucktrump #Game6 #Raptors,hate
"@realDonaldTrump @WhiteHouse July 16, 2018 Helsinki, Finland is all the evidence I need....  #tRumpisatraitor https://t.co/hNBCr1E096",hate
"@realDonaldTrump At this point, I think Trump is just rummaging through a deck of Garbage Pail Kids to come up with nicknames.  Next will be Upchuck Schumer!     #IdiotTrump #ImpeachTrump #LockHimUp",hate
@cricbuzz I'm quite sure that he would be beaten as hell by #MenInBlue   Performing against low profile teams doesnt make him a rockstar    #ICCRaincup2019  #CWC19   #ShameOnICC,hate
@TakariSanders @romanminaj225 @AnthonyMWalker If your avi is Cardi then your opinion is automatically invalid. #Rapist,hate
Peoples should #respect #women and #girls of any age. They all are also like Mother and sister.  And #Govt should take strict #Action against the #Rapist and should make a law.  #JusticeForGudiya #JusticeForTinkleSharma #JusticeForPayal #JusticeForAll   @narendramodi @sachin_rt https://t.co/pgMiFym9Qd,hate
Oh that CombOver 🤣🤣🤣🤣🤣🤣🤣🤣    #EpicFail #IdiotTrump #CombOverTrump https://t.co/m4fdg0hJiK,hate
"@realDonaldTrump We all heard tRump say it on television.     #IdTakeIt     So, he didn’t collude but given the chance to collude, he would. On the question posed to him about accepting forign intelligence on an opponent.     “I’d take it.” - Donald J. Trump     @GOP     @realDonaldTrump     #IdiotTrump https://t.co/hGNmD2RVxy",hate
@SenJohnKennedy Anyone who invites anyone else to attack America is a traitor. I think that’s fair. #TrumpIsATraitor  #JohnMCainDay,hate
@TheRealOJ32 Go. Away. Stay. Away. #killer #murderer,hate
@_REALOJ32 Interesting you have Khloe Kardashian as your Instagram we know she’s your daughter. #Murderer,hate
@WEpicenter @ClementoJack @TheTayaValkyrie So they look like you and your 151 followers. #loser #Douchebag #liveswithMaMa,hate
A tale of two gloves.    1. #Balidan socked out   #Pakistan and they complained to #ICC    #Chugli wale aaye #INDvsPAK khelne :)    #DhoniKeepsTheGlove  1 match fine worth it :)    2. Another failed a bouncer test.    Kitne aadmi the #Gabbar?  Ek Nile poora :(    Get well soon #ShikharDhawan! https://t.co/v6rWnFdy91,hate
@RepAdamSchiff @RepAdamSchiff   A career politican quoting ethics.  Now that is funny.  #ScumBag #douchebag #smalldicksyndrome,hate
Opinion: The NRA is the Godzilla of swamp monsters #Resist #ResistTrump #FuckTrump https://t.co/ann4Cb8QGk,hate
@jaketapper Anyone who invites anyone else to attack America is a traitor. #TrumpIsATraitor #JohnMCainDay,hate
Trump’s Electoral Shenanigans Are Getting Worse #Resist #ResistTrump #FuckTrump https://t.co/4vgRn66fbY,hate
"@senatemajldr Hey #DitchMitch,  she holds the purse,  good luck get funds for #DerangedDonald 's pet products. Oh and happy #JohnMcCainDay , say  #ByeBye to the  cow  (sorry @DevinCow ) #SarahSandersLied. #JohnMcCainDayJune14 #TrumpIsATraitor #TrumpCrimeFamily #LawlessPresident #TuckFrump",hate
#Uyghur Protests in #Canada Part 2: #Freedom for #Uyghurs  https://t.co/6Oib8TjZ9b  #FreeUyghur #EastTurkistan #China #BoycottChina #ウイグル #RT,hate
"In #Alabama......#Rapists.... get #Parental rights.     So a teen Raped by their #Rapist, can't get an #Abortion  but they MUST let their #Rapist see the child.    https://t.co/C2aECd6JaL #Auburn #Huntsville #Birmingham  #Montgomery #Tuscaloosa #Florencesc #Dothan #gadsen #OrangeBeach",hate
Happy #JohnMcCainDay everyone!! I will spending it remembering a true hero. #JohnMcCainDayJune14 #ImpeachmentInquiryNow #TrumpIsATraitor #TrumpsAnInternationalDisgrace #TrumpCriminalInvestigations https://t.co/I6vBvZBaQs,hate
https://t.co/Hc06lcgMCM's Ali Catterall's take on it all ..    #BollockstoBrexit   #PeoplesVote   #BorisJohnsonShouldNotBePM https://t.co/0fdTYAqjXD,hate
@Strandjunker perfect 👌🏼 plus add 100 lbs. #LockHimUp #Traitor #Rapist,hate
"@realDonaldTrump Our #FakePresident is more worried about a few stabbings overseas, but is blind to the 100s of deadly shooting in the U.S. every week! Do your job Trump - you are the disaster!!  #TrumpIsAPathologicalLiar   #TrumpIsATraitor #DonaldIsScared",hate
@GovHowardDean #JackieO was an American treasure who inspired millions of Americans and made us proud. Melania is a Russian whore. #Putin's left over.   #TrumpIsATraitor  #JohnMcCainDayJune14  @FLOTUS https://t.co/HxTEMF4Xx8,hate
#Mohammadi #toursandtravels #jodhpur #nagour #Rajasthan should be #banned and there #license should be #cancelled .#share #mother #murderer #Saudi_Arabia #India,hate
"@MichaelRosenYes @BenjyNtheMonkey Given his track record, hiding is a smart PR tactic. #BorisJohnsonShouldNotBePM https://t.co/QshrtCeDjA",hate
@labourpress Great parliamentary quotes of our times. #BorisJohnsonShouldNotBePM https://t.co/Dj0gj6FPE4,hate
@ANI There is a saying .. 'Vinasha kaale viparita buddhi'.  This applies to @MamataOfficial  perfectly.     #WestBengal #DoctorsStrike #DoctorsFightBack #SaveBengal #Savethedoctors,hate
Perjury #Investigation Imminent After Transcript Of Interview With Kavanaugh Accusers Is Revealed    #GangRapes #ChristineBlaseyFord #BrettKavanaugh #Rape #Rapist #BrettKavanaughRapist     https://t.co/6aE64RH1Hs,hate
Great round up of last night's televised debate by @JohnJCrace. Can we say that democracy is dead yet? #C4Debate #Brexit #BorisJohnsonShouldNotBePM    Silence is golden as Boris's lectern wins Tory televised debate | John Crace https://t.co/4j7piqReEh,hate
@realDonaldTrump @MarshaBlackburn Really only one response to Trump at this point.   TRAITOR  #TraitorTrump  #TrumpsWorseThanNixon   #TrumpFarWorseThanBillClinton  #TrumpSellsAmericaToHighestForeignBidder  #TrumpIsATraitor,hate
"Years of hard work to be just worthy of that WHITE COAT.                      Instead of saving the public’s blood, it got stained with MY OWN #SaveTheSaviour  #DoctorsFightBack #TREATUSASHUMANS https://t.co/JSxtxKVIe3",hate
"AIIMS Resident Doctors issue ultimatum to West Bengal government; say if demands not met within 48 hours, they will go on indefinite strike..!! #SaveDoctorsInBengal #JihadiMamta #DoctorsFightBack  @ReallySwara @jigneshmevani80 @VinodDua7 @MamataOfficial https://t.co/K1aOtNU8VA",hate
THE #CHURCH #RAPIST has RAPED THE CHILDREN of the WORLD &amp; MURDERED them have EXTORTED THE WEALTH OF THE WORLD WHY DO YOU ALLOW IT?,hate
"Now as a protest,. @msdhoni should wear glows with insignia and pay 25% fine.. all problem solved. #DhoniKeepsTheGlove #ICCWorldCup2019",hate
I think Rain will be top on chart and we can see  it on FINALE  also😂😂 #ShameOnICC https://t.co/N9IvXG8iRq,hate
@MattHancock #BorisJohnsonShouldNotBePM   #EVER    No threats to #KILL #BorisJohnson as fabricated by #FTAC     https://t.co/1SRpbCQxUw,hate
If baahubali would have played world cup #ShameOnICC https://t.co/osOHqBqRSh,hate
Doctors of west bengal do not wish @MamataOfficial  to meet d injured doctors and she don't care about them as well as do not wish to take action against the accused. #doctors_against_assualt #DoctorsFightBack #doctorsstrike   @Drmanugautam @AIIMSRDA @RDAPunjab @PTI_News @ZeeNews,hate
